"title","number"
"关于批转《2011年度全省经济系列高级专业技术职务任职资格评审工作安排意见》的通知","4903"
"关于印发《山西大医院2011年公开招聘工作人员实施意见》的通知","4904"
"山西省商务厅关于2011年度“万村千乡市场工程”项目安排意见的公示","4905"
"关于转发《中共中央宣传部、人力资源和社会保障部、司法部关于开展社会保险法宣传周活动的通","4906"
"关于批转《2011年度非公有制（乡镇）企业高级专业技术职务任职资格评审工作安排意见》的通知","4907"
"山西省商务厅    山西省注册会计师协会对典当企业审计工作遴选会计师事务所名单公示","4908"
"关于2011年度全省技工学校教师高、中级专业技术任职资格评审工作的通知","4909"
"关于批转省社会科学院《2011年度全省社科系列高、中级专业技术职务任职资格评审工作安排意见","4910"
"关于转发人力资源和社会保障部、财政部《关于提高建国前参加工作的老工人生活补贴标准和扩大","4911"
"关于转发中共中央组织部、财政部、人力资源和社会保障部《关于提高离休干部生活补贴标准和扩","4912"
"关于建立博士后创新实践基地的意见","4913"
"关于做好2011年工程系列高、中级专业技术职务任职资格评审工作的通知","4914"
"关于第110届广交会展位申请有关事项的通知","4915"
"关于批转省残联《2011年度全省盲人医疗按摩中、初级专业技术职务任职资格评审工作安排意见》","4916"
"商务部、海关总署公告2011年第28号关于将稀土铁合金纳入稀土出口配额许可证管理的公告","4917"
"《进出口许可证证书管理规定》(修订征求意见稿)公开","4918"
"关于申报2011年中小外贸企业融资担保专项资金项目的通知","4919"
"2011年度第二次甘草及甘草制品出口配额招标资质及初审、复审公告","4920"
"财政部 商务部关于做好2011年度承接国际服务外包业务发展资金管理工作的通知","4921"
"关于下达2011年技工学校指导性招生计划的通知","4922"
"关于批转《2011年度全省党校系统教师高级专业技术职务任职资格评审工作安排意见》的通知","4923"
"关于2011年度第二次工业品出口配额招标资质及初审有关事项的通知","4924"
"关于评选推荐全国老干部工作先进集体和先进工作者的通知","4925"
"关于2011年度全省实验系列专业技术职务任职资格评审工作安排意见的通知","4926"
"关于申请规划确认的公示(2011第7期)","4927"
"关于转发《专业技术人员资格考试违纪违规行为处理规定》的通知","4928"
"关于大力推进全省技工院校改革发展的实施意见","4929"
"关于2011年度全省高等学校专业技术职务任职资格评审工作安排意见的通知","4930"
"山西省人民政府办公厅关于调整我省失业保险金标准的通知","4931"
"山西省人民政府办公厅关于调整我省失业保险金标准的通知","4932"
"中华人民共和国人力资源和社会保障部令 第12号","4933"
"关于发布山西省2011年企业工资指导线的通知","4934"
"关于推荐评选全国科协系统先进集体和先进工作者的通知","4935"
"关于组团参加第九届“大连软交会”的通知","4936"
"关于组织企业参加第五届国际汽车零部件博览会的通知","4937"
"关于公布山西省企业工资集体合同示范文本的通知","4938"
"山西省人民政府办公厅关于调整我省最低工资标准的通知","4939"
"关于2010年度国际商务专业人员资格考试合格人员证书领取及注册的通知","4940"
"关于做好2011年度国际商务专业人员职业资格考试报名工作的通知","4941"
"中华人民共和国人力资源和社会保障部令 第9号","4942"
"企业年金基金管理办法","4943"
"中华人民共和国人力资源和社会保障部令 第10号","4944"
"中华人民共和国人力资源和社会保障部令 第8号","4945"
"关于举办“新版国际贸易术语解释通则”培训的通知","4946"
"关于加强社会化职业技能鉴定进一步推进企业技能人才评价工作的意见","4947"
"关于做好2011年专业技术职称评审工作的通知","4948"
"关于推荐全国质量监督检验检疫系统先进集体和先进工作者的通知","4949"
"关于公布首批山西省创业培训（SIYB）定点培训机构的通知","4950"
"关于批准祁卫华等33名高级技师、薛张平等213名技师任职资格的通知","4951"
"山西省商务厅关于印发开展内外贸专项资金管理使用情况监督检查工作方案的通知","4952"
"关于中国博士后科学基金会第四批特别资助申报工作的通知","4953"
"关于转发人力资源和社会保障部《关于做好人社系统承担的2011年度医药卫生体制改革工作的通知","4954"
"关于印发《山西省基层医疗卫生机构人事制度改革意见》的通知","4955"
"关于加强统一管理切实维护人力资源市场良好秩序的通知","4956"
"关于开展全省学习贯彻《社会保险法》知识竞赛的通知","4957"
"关于推荐评选全国纪检监察系统先进集体和先进工作者的通知","4958"
"关于开展2011年劳动保障书面审查工作的通知","4959"
"关于天津职业技术师范大学在我省技工学校优秀毕业生中招收本、专科生的通知","4960"
"关于加强新增典当行及分支机构管理工作的通知","4961"
"关于我省2011年“中国留学人员回国创业启动支持计划”申报工作的通知","4962"
"关于2011年度留学人员科技活动项目择优资助经费申报工作的通知","4963"
"关于转发《商务部关于规范网络购物促销行为的通知》的通知","4964"
"关于2011年调整企业退休人员基本养老金的通知","4965"
"关于第109届广交会组展工作有关事项的通知","4966"
"关于印发《就业失业登记证管理暂行办法实施细则》的通知","4967"
"关于批准闫天俊等62名高级技师、杨军等964名技师任职资格的通知","4968"
"关于批准刘金兰等26人副研究馆员专业技术职务任职资格的通知","4969"
"关于批转《2010年度全省统计系列高级统计师专业技术职务任职资格评审工作安排意见》的通知","4970"
"关于推荐评选第三届全国中青年德艺双馨文艺工作者的通知","4971"
"关于加强企业工资指导线实施方案备案工作的通知","4972"
"关于防止假借名义推销《社会保险法》学习培训教材有关情况的通告","4973"
"关于表彰山西省测绘行业先进集体和先进工作者的决定","4974"
"关于转发《人力资源和社会保障部关于印发〈中华人民共和国社会保险法〉宣传提纲的通知》的通","4975"
"关于批准李洪奇等59名高级技师、王玉女等671名技师任职资格的通知","4976"
"关于批准杜申才等64名讲师王海平等13名一级实习指导教师任职资格的通知","4977"
"关于申请规划确认的公示(2011第3期)","4978"
"关于申请规划确认的公示(2011第2期)","4979"
"关于申请规划确认的公示(2011第1期)","4980"
"山西省人力资源和社会保障厅关于做好学习贯彻《社会保险法》工作的通知","4981"
"关于申请规划确认的公示(2010第24期)","4982"
"商务部办公厅关于举办2010年冬季农产品网上购销对接会的通知","4983"
"关于调整企业离退休人员冬季取暖补贴标准的通知","4984"
"关于评选推荐全国防汛抗旱先进集体和先进个人的通知","4985"
"关于评选推荐全国银监会系统先进集体和先进工作者的通知","4986"
"关于调整驻并省直机关事业单位人员冬季取暖补贴标准的通知","4987"
"关于开展第二届全省模范劳动关系和谐企业评选表彰工作的通知","4988"
"关于铁合金出口许可资格初审有关事项的通知","4989"
"关于组织参加促进服务外包产业发展最新政策、操作实务及人才培养研讨班的通知","4990"
"关于撤销山西现代劳动保障职业培训学校等两所民办职业培训学校的通知","4991"
"山西国际商务职业学院2010年公开招聘教师公告","4992"
"中华人民共和国社会保险法","4993"
"山西省人力资源和社会保障厅关于印发《基本医疗保险定点医疗机构分级管理实施办法》的通知","4994"
"关于印发《山西省人力资源和社会保障厅服务承诺制度》等五个制度的通知","4995"
"山西省人力资源和社会保障厅关于实行网上审批的通知","4996"
"关于印发《山西省卫生厅直属事业单位2010年公开招聘工作人员方案》的通知","4997"
"关于举办我省中小企业国际市场开拓资金项目申报培训班的通知","4998"
"关于印发《中小企业国际市场开拓资金管理办法实施细则》的通知","4999"
"关于批准侯雷平等92人教授、李静等288人副教授（副研究馆员、高级实验师）专业技术职务任职","5000"
"关于报送2011年度成品油(燃料油)非国营贸易进口允许量的通知","5001"
"关于申请规划确认的公示(2010第21期)","5002"
"关于抓紧做好2010年度中小企业国际市场开拓资金申请及项目申报工作的通知","5003"
"关于批准山西财经大学闫永琴等12人副教授专业技术职务任职资格的通知","5004"
"关于进一步加强和完善城镇基本医疗保险定点零售药店管理的通知","5005"
"关于进一步加强和完善城镇基本医疗保险定点医疗机构管理的通知","5006"
"关于评选推荐全国环保系统先进集体和先进工作者的通知","5007"
"关于开展国家级充分就业示范社区和省级充分就业星级社区申报工作的通知","5008"
"关于进一步完善供销社企业职工参加企业职工基本养老保险有关问题的通知","5009"
"关于举办创业培训（SYB）师资培训班的通知","5010"
"关于第四届全省数控技能大赛报名工作的通知","5011"
"关于召开商务部网站地方商务之窗和农村商务信息服务工作会议的通知","5012"
"关于复合药品列入基本医疗保险、工伤保险和生育保险支付范围有关问题的通知","5013"
"关于组织2010年“三支一扶”高校毕业生报到的通知","5014"
"关于印发《山西省2010年度外经贸区域协调发展促进资金资金申请及项目申报指南》的通知","5015"
"山西省2010年度外经贸区域协调发展促进资金资金申请及项目申报指南","5016"
"关于召开山西省商务资金网络申报系统培训会议的通知","5017"
"山西省家电以旧换新首批中标销售企业名单","5018"
"山西省家电以旧换新首批中标回收企业预约电话","5019"
"关于民办职业培训学校、民办技工学校换发办学校办学许可证的通知","5020"
"关于公示首批山西省创业培训（SIYB）定点机构的通知","5021"
"山西省人民政府办公厅关于印发第十二届中国国际高新技术成果交易会山西代表团工作方案的通知","5022"
"关于进一步做好城镇基本医疗保险工作的通知","5023"
"关于批转省司法厅《2010年度高、中级公证员专业技术职务任职资格评审工作安排意见》的通知","5024"
"山西省家电以旧换新销售回收企业项目招标中标候选人公示","5025"
"山西省鼓励海外留学人才来晋创业和工作的暂行规定","5026"
"关于申请规划确认的公示(2010第十五期)","5027"
"山西省紧缺急需海内外高层次人才需求情况","5028"
"山西省留学人员科技活动项目择优资助经费管理规定","5029"
"关于做好2010年度流通企业发展资金项目申报有关工作的通知","5030"
"关于印发山西省基本医疗保险、工伤保险和生育保险药品目录的通知","5031"
"山西省人民政府办公厅关于进一步规范政府表彰奖励工作的通知","5032"
"关于批转省社会科学院《2010年度全省社会科学研究系列高、中级专业技术职务任职资格评审工作","5033"
"关于普通高校毕业生灵活就业有关问题的通知","5034"
"关于组织企业参加2010年匈牙利第114届国际消费品博览会的通知","5035"
"关于省直事业单位2010年公开招聘工作人员有关事项的通知","5036"
"关于做好2010年度全省工程系列高、中级专业技术职务任职资格评审工作的通知","5037"
"关于批准陈刚等4人主任医（技）师和马建英等3人副主任医（技）师专业技术职务任职资格的通知","5038"
"关于发布山西省高温津贴标准的通知","5039"
"关于批转《2010年度全省经济系列高级专业技术职务任职资格评审工作安排意见》的通知","5040"
"关于开展省级创业型城市（县）创建工作的通知","5041"
"关于转发人力资源和社会保障部办公厅、国家统计局办公室《关于2010年度高级统计师资格考评结","5042"
"关于印发《山西省基本医疗保险参保人员跨统筹地区异地就医结算服务工作实施办法》的通知","5043"
"关于批准李元河等3人二级公证员专业技术职务任职资格的通知","5044"
"关于深入开展小企业劳动合同制度实施专项行动的通知","5045"
"关于评选表彰全省测绘行业先进集体和先进工作者及推荐全国测绘系统先进集体和先进工作者的通","5046"
"关于2010年度全国职称外语等级考试成绩有关问题的通知","5047"
"关于印发2010年山西省职业技能竞赛系列活动工作安排的通知","5048"
"关于加强我省广交会分配性展位动态调整管理的通知","5049"
"山西省商务厅关于再生资源经营者备案的公告(2010第1号)","5050"
"关于印发《“和谐山西民生行”―人力资源社会保障政策法规主题宣传年活动实施方案》的通知","5051"
"关于对太原市第八届职工技能大赛获奖选手颁发职业资格证书的批复","5052"
"关于同意变更平朔煤炭国家职业技能鉴定所所长的批复","5053"
"关于同意山西综合职业技术国家职业技能鉴定所更名的批复","5054"
"关于加强报废汽车监督管理有关工作的通知","5055"
"关于公布全省技工学校招生编码的通知","5056"
"关于印发《山西省人力资源和社会保障厅规范性文件制定程序实施办法》的通知","5057"
"关于批转省文化厅《2010年度全省艺术、图书资料、群众文化三个系列（专业）高级专业技术职务","5058"
"关于印发山西省流动就业人员基本医疗保障关系转移接续暂行办法的通知","5059"
"关于批转省审计厅《2010年度全省高级审计师任职资格评审工作安排意见》的通知","5060"
"关于转发《关于广西壮族自治区公务员录用考试泄题事件的通报》的通知","5061"
"关于批转《2010年度全省卫生系列高级专业技术职务任职资格评审工作安排意见》的通知","5062"
"关于2010年度全省技工学校教师高、中级专业技术任职资格评审工作的通知","5063"
"关于机关事业单位非正式人员参加基本养老保险有关问题的通知","5064"
"关于申请规划确认的公示(2010第十二期)","5065"
"关于山西大医院2010年公开招聘工作人员的实施意见","5066"
"关于印发《山西省2010年高校毕业生“三支一扶”工作实施方案》的通知","5067"
"商务部办公厅关于举办赴美中小企业海外市场开拓培训班的通知","5068"
"关于申报2010年度对外经济技术合作专项资金的通知","5069"
"商务部办公厅关于举办2010年夏季农产品网上购销对接会的通知","5070"
"关于推荐申报2010年国家新型农村社会养老保险试点县的通知","5071"
"关于开展2010年度“三晋技术能手” 评选表彰活动的通知","5072"
"关于加强我省技工院校及周边安全工作的通知","5073"
"关于做实企业职工基本养老保险个人账户试点工作的通知","5074"
"关于启用山西省“事业单位岗位设置管理系统”软件及“山西省事业单位聘用合同书”的通知","5075"
"关于贯彻落实城镇企业职工基本养老保险关系转移接续暂行办法的通知","5076"
"关于印发《 “2010年山西省民营企业招聘周”活动方案》的通知","5077"
"关于实施2010高校毕业生就业推进行动的通知","5078"
"关于评选表彰德艺双馨文艺工作者与为山西文艺事业做出突出贡献的艺术家的通知","5079"
"关于申请规划确认的公示(2010第十一期)","5080"
"关于河南省、江苏省、山西省新增家电下乡产品(电动自行车)项目招标公告","5081"
"商务部办公厅关于印发陈健等同志在贯彻落实《对外承包工程管理条例》专项检查电视电话动员会上讲话的通知","5082"
"关于因失踪被人民法院宣告死亡的离退休人员养老待遇问题的函","5083"
"关于申请规划确认的公示(2010第十期)","5084"
"关于印发《关于山西省专业技术职务任职资格评审有关问题的补充说明》的通知","5085"
"关于做好2010年技工学校招生工作的通知","5086"
"山西省人力资源和社会保障厅关于进一步加强政务信息工作的通知","5087"
"关于调整省属国有重点煤矿企业工伤职工伤残津贴和生活护理费及因工死亡职工供养亲属抚恤金的","5088"
"关于转发人力资源和社会保障部办公厅、教育部办公厅《关于做好2010年技工学校招生有关工作的","5089"
"关于发布山西省2010年企业工资指导线的通知","5090"
"关于申请规划确认的公示(2010第八期)","5091"
"关于进一步做好减轻企业负担稳定就业局势有关工作的通知","5092"
"关于做好外商投资企业经销品牌汽车审查备案工作的通知","5093"
"关于组团参加第二十一届中国哈尔滨国际经济贸易洽谈会的通知","5094"
"关于做好2010年度国际商务专业人员职业资格考试报名工作的通知","5095"
"关于改进和完善家电下乡财政补贴审核兑付方式的通知","5096"
"关于做好2010年工伤保险待遇调整工作有关问题的通知","5097"
"关于申请规划确认的公示(2010第六期)","5098"
"关于做好2010年度全省专业技术职称工作的通知","5099"
"关于转发人力资源和社会保障部办公厅《关于全国专业技术人员计算机应用能力考试科目更新有关","5100"
"关于开展2010年劳动保障书面审查工作的通知","5101"
"山西省外经贸企业协会考点公告","5102"
"关于转发《关于推进博士后工作管理体制改革的意见》的通知","5103"
"关于开展2010年享受政府特殊津贴人员选拔工作的通知","5104"
"关于2010年机关事业单位工人技术等级岗位考核工作的通知","5105"
"关于加快推进全省事业单位岗位设置管理工作的通知","5106"
"关于印发《山西省人力资源和社会保障厅工作规则》等16个工作制度的通知","5107"
"关于印发《山西省农业事业单位岗位设置管理指导意见》的通知","5108"
"关于评选山西省第二次全国经济普查先进集体和先进个人的通知","5109"
"关于开展2010年新世纪学术技术带头人333人才工程省级人选推荐工作的通知","5110"
"关于表彰山西省第二次全国经济普查先进个人的决定","5111"
"关于公布我省列入2009年“新世纪百千万人才工程”国家级人选的通知","5112"
"山西省人力资源和社会保障厅关于转发人力资源和社会保障部《关于进一步加强人力资源市场监管","5113"
"关于申报2010年度留学回国人员科技活动择优资助经费的通知","5114"
"关于天津工程师范学院在我省技工学校应届优秀毕业生中招收本、专科生的通知","5115"
"关于撤销山西劲松等四所民办职业培训学校的通知","5116"
"关于印发《山西省人力资源和社会保障厅网站管理办法》的通知","5117"
"关于下达外商投资企业2010年第一批焦炭出口配额及报送焦炭出口相关资料的通知","5118"
"关于印发《山西省人力资源和社会保障厅政民互动信息回复制度》的通知","5119"
"关于举办省商务厅机关元宵趣味文体活动的通知","5120"
"转发《关于企业工资总额管理有关口径问题的函》的通知","5121"
"关于表彰全省税务系统先进集体和先进工作者的决定","5122"
"关于2010年调整企业退休人员基本养老金的通知","5123"
"关于申请规划确认的公示(2010第四期)","5124"
"国务院办公厅关于进一步做好农民工培训工作的指导意见","5125"
"关于申请规划确认的公示(2010第三期)","5126"
"关于第107届广交会组展工作的通知","5127"
"关于公布牛菲菲等106人会计专业技术资格考试合格人员名单的通知","5128"
"关于2010年WTO贸易政策审议工作安排的通知","5129"
"关于做好2009年度中小企业国际市场开拓资金拨付申报工作的通知","5130"
"关于申请规划确认的公示(2010第一期)","5131"
"商务部办公厅关于举办“2010’冬季农产品网上购销对接会”的通知","5132"
"关于转发《省政府办公厅关于印发山西省民办学校风险保证金提取及管理办法的通知》的通知","5133"
"国务院办公厅关于转发人力资源社会保障部财政部城镇企业职工基本养老保险关系转移接续暂行办","5134"
"关于印发《山西省卫生厅直属事业单位2009年公开招聘工作人员实施意见》的通知","5135"
"关于执行使用《国家基本医疗保险、工伤保险和生育保险药品目录（2009年版）》甲类药品的通知","5136"
"关于申请规划确认的公示(2009第四十三期)","5137"
"关于印发山西省开展失业动态监测工作实施方案的通知","5138"
"关于印发《山西省事业单位专业技术二级岗位管理试行办法》的通知","5139"
"关于全省事业单位岗位设置管理实施工作中有关问题的处理意见","5140"
"关于做好2010年重点支持的外贸国内外展会的通知","5141"
"关于请参加“2010年(第六届)进出口形势及海外市场说明会”的通知","5142"
"关于召开我省中小外贸企业融资担保工作会议的通知","5143"
"山西省商务厅关于开展对外承包工程资格证书换证工作的通知","5144"
"关于开展全省就业创业评选表彰活动的通知","5145"
"关于开展就业政策落实专项行动的通知","5146"
"关于印发《劳动能力鉴定管理办法（试行）》的通知","5147"
"关于进一步加强全省技工学校甲型H1N1流感疫情防控有关工作的紧急通知","5148"
"关于职工在退休后被诊断为尘肺等职业病如何享受工伤保险待遇的通知","5149"
"关于印发《劳动能力鉴定医疗卫生专家管理办法（试行）》的通知","5150"
"关于确定山西医科大学第二医院等5所医疗卫生机构为省级劳动能力鉴定委托医疗卫生机构的通知","5151"
"关于做好山西省2009年度中小企业国际市场开拓资金项目计划追加调整的通知","5152"
"关于召开外贸发展基金网络管理系统培训暨重点出口企业统计工作会议的通知","5153"
"关于拟上报的2010年焦炭出口资质企业名单的公示","5154"
"关于做好申报第107届广交会展位工作的通知","5155"
"关于将未参保“五七家属工”纳入基本养老保险统筹范围的通知","5156"
"软科学研究计划管理办法","5157"
"关于印发《关于加强企业工资宏观调控促进职工工资收入合理增长的实施办法》的通知","5158"
"关于社会组织专职工作人员参加企业基本养老保险有关问题的通知","5159"
"关于铁合金和柠檬酸(盐)出口许可资格初审有关事项的通知","5160"
"关于开展城镇居民基本医疗保险门诊统筹的实施意见","5161"
"关于召开全省开发区工作座谈会的通知","5162"
"关于推进下乡产品流通网络建设的通知","5163"
"关于开展劳动保障监察两网化管理试点工作的指导意见","5164"
"关于每月报送百家企业合同履约情况的通知","5165"
"山西省商务厅关于召开全省服务贸易工作会议的通知","5166"
"关于印发《关于统一和规范全省城镇企业职工补缴基本养老保险费的办法》和《达到国家规定的退","5167"
"关于批准山西医科大学郭睿等5人教授、张俊芳等27人副教授专业技术职务任职资格的通知","5168"
"关于印发《山西省加快推进医疗保险参保扩面工作实施方案》的通知","5169"
"关于评选2008-2009年度全省农田水利基本建设先进单位和先进工作者的通知","5170"
"关于为全省烹饪技能竞赛获奖选手颁发职业资格证书的决定","5171"
"山西省人力资源和社会保障厅关于增补雷郭堂为农业系列高级职称评审委员会委员的批复","5172"
"关于全省基本医疗保险参保人员跨统筹地区在省城就医有关问题的通知","5173"
"关于批准赵诚等3人教授、任志江等26人副教授、白海云等28人高级讲师任职资格的通知","5174"
"关于表彰全省审计系统先进集体和先进工作者的决定","5175"
"关于表彰山西省教育系统先进集体和山西省模范教师山西省教育系统先进工作者的决定","5176"
"关于做好2009年度流通企业发展资金项目申报有关工作的通知","5177"
"关于组团参加2009中国食品博览会的通知","5178"
"“中华老字号”认定规范(试行)","5179"
"关于申请规划确认的公示(2009第三十六期)","5180"
"关于印发山西省推进家政服务网络体系建设实施方案的通知","5181"
"关于印发2009年度保持外贸稳定增长专项资金项目申报指南的通知","5182"
"2010年上海世博会园区B06地块中华美食街招商方案","5183"
"关于2010年上海世博会园区B06地块中华美食街山西档位参展单位和设计单位的公示","5184"
"关于批准太原市市容环境卫生管理执法大队等事业单位参照公务员法管理的通知","5185"
"关于申请规划确认的公示(2009第三十五期)","5186"
"山西省人民政府办公厅关于确有困难的关闭破产企业退休人员和困难企业职工参加城镇居民基本医","5187"
"关于确有困难的关闭破产企业退休人员和困难企业职工参加城镇居民基本医疗保险的通知","5188"
"关于申请规划确认的公示(2009第三十四期)","5189"
"关于典当企业执行《企业会计准则》有关事项的通知","5190"
"山西省商务厅关于推荐2009---2010年度国家文化出口重点企业和重点项目的紧急通知","5191"
"关于做好老工伤人员纳入工伤保险统筹管理有关问题的通知","5192"
"印发《关于解决高校毕业生到中小企业非公有制企业就业有关问题的办法》的通知","5193"
"关于推进全省再生资源回收体系建设的意见","5194"
"关于开展全省秋季就业援助专项活动的通知","5195"
"关于转发《关于开展人力资源和社会保障公共服务机构情况调查的通知》的通知","5196"
"关于印发《2009年山西省省直国家行政机关及垂直管理系统录用公务员面试工作实施方案》的通知","5197"
"关于印发《山西省推进关闭破产国有企业退休人员等参加基本医疗保险工作方案》的通知","5198"
"关于建立海外人才引进工作专用电子邮箱的通知","5199"
"山西省2009年各级机关考试录用营以下转业军官实施办法","5200"
"关于申请规划确认的公示(2009第三十一期)","5201"
"关于申请规划确认的公示(2009第三十期)","5202"
"关于组团参加第五届中国吉林•东北亚投资贸易博览会的通知","5203"
"关于组织我省企业参加“第八届沙迦中国商品交易会”的通知","5204"
"关于组织参加2009年第39届法国巴黎国际工业配件展览会的通知 (MIDEST’2009)","5205"
"关于印发《山西省高校毕业生就业统计台帐管理办法》的通知","5206"
"关于2009年山西省普通高等学校毕业生“三支一扶”计划招募实施方案的通知","5207"
"关于第五届中国吉林•东北亚投资贸易博览会组展的通知","5208"
"关于组织开展高校毕业生就业服务系列活动的通知","5209"
"山西省科普基地认定管理办法","5210"
"关于申请规划确认的公示(2009第二十七期)","5211"
"关于印发关于做好普通高校毕业生2009年度就业见习工作实施办法的通知","5212"
"关于在基层社会管理和公共服务岗位招用就业困难高校毕业生有关问题的通知","5213"
"关于举办“新形势下如何应对贸易摩擦及开拓市场”培训班的通知","5214"
"山西省人民政府办公厅关于印发第十一届中国国际高新技术成果交易会山西代表团工作方案的通知","5215"
"关于申请规划确认的公示(2009第二十五期)","5216"
"关于加快农产品流通网络建设推进“双百市场工程”的通知","5217"
"关于申报2008年度对外经济技术合作专项资金的通知","5218"
"关于2009年度部分工业品出口配额第二次招标资质及初审有关事项的通知","5219"
"关于公布霍州煤电集团公司技工学校为省级重点技工学校的通知","5220"
"关于停止11所技工部2009年招生的通知","5221"
"山西省劳动和社会保障厅转发《关于〈企业职工带薪年休假实施办法〉有关问题的复函》的函","5222"
"关于转发人力资源和社会保障部 财政部国务院国有资产监督管理委员会 监察部《关于妥善解决","5223"
"关于撤销部分技工学校的通知","5224"
"关于印发农民工平安计划二期实施方案的通知","5225"
"关于建立重点建设项目就业服务对接制度的通知","5226"
"关于发布山西省2009年企业工资指导线的通知","5227"
"关于转发《商务部办公厅关于举办出口企业风险防范培训班的通知》的函","5228"
"商务部令2009年第8号 《两用物项和技术出口通用许可管理办法》","5229"
"关于申请规划确认的公示(2009第二十一期)","5230"
"山西省商务厅关于再生资源经营者备案的公告(2009第1号)","5231"
"关于印发《山西省“2009民营企业招聘周”活动方案》的通知","5232"
"关于举办“第二期金融危机背景下如何做好2009年外贸工作研讨会”的通知","5233"
"关于组织相关企业和方略保税物流中心业务对接的通知","5234"
"中华人民共和国食品安全法","5235"
"关于《再就业优惠证》发放等有关问题的通知","5236"
"商务部、科学技术部令2009年第2号《禁止出口限制出口技术管理办法》","5237"
"关于申报2009年度出口基地建设项目的通知","5238"
"山西省留学人员科技活动项目择优资助经费管理规定","5239"
"关于印发《山西省技能人才队伍建设暨技工院校招生宣传活动工作方案》的通知","5240"
"关于第二十届中国哈尔滨国际经济贸易洽谈会组展的通知","5241"
"商务部首次发布《对外投资合作国别指南》","5242"
"山西省人民政府关于加强全省就业工作的意见","5243"
"关于再次补充推荐山西省家电下乡销售企业的公告","5244"
"关于公布2008年度职工工资和基本养老保险个人账户储存额记账利率的通知","5245"
"山西省人事厅关于做好2009年度全省工程系列高、中级专业技术职务任职资格评审工作的通知","5246"
"关于召开芦笋产销对接见面会的通知","5247"
"关于批准张皓高级技师、刘喜柱等360名技师任职资格的通知","5248"
"关于对省管民办职业培训学校年检评估结果的通报","5249"
"关于印发《2009年医疗保险工作要点》的通知","5250"
"关于印发《2009年全省就业工作要点》的通知","5251"
"关于执行新的劳动争议仲裁情况和调解情况统计报表制度的通知","5252"
"关于申请规划确认的公示(2009第十四期)","5253"
"山西省外经贸企业协会考点公告","5254"
"中华人民共和国商务部令2009年第5号 《境外投资管理办法》","5255"
"关于实施特别职业培训计划的意见","5256"
"关于落实《山西省人民政府2009年工作目标责任分解》的通知","5257"
"关于积极开展创建创业型城市活动的通知","5258"
"关于授权中国移动通信集团山西有限公司为家电下乡提供服务的通知","5259"
"关于加快推进各市汽车贸易行业发展规划编制工作的紧急通知","5260"
"关于申请规划确认的公示(2009第十一期)","5261"
"关于开展2009年劳动保障书面审查工作的通知","5262"
"积极应对金融危机政策宣讲会通知","5263"
"山西省人事厅关于做好2009年度全省专业技术职称工作的通知","5264"
"山西省事业单位专业技术岗位设置管理实施细则","5265"
"关于建立重点企业进出口情况旬报制度的通知","5266"
"关于申请规划确认的公示(2009第八期)","5267"
"关于加快家电下乡销售网点备案工作的紧急通知","5268"
"关于二00八年全省劳动和社会保障工作目标任务完成情况的通报","5269"
"山西省劳动和社会保障厅深入学习实践科学发展观活动整改落实方案","5270"
"商务部关于下达外商投资企业2009年度工业品出口配额数量的通知","5271"
"商务部公布修订后的《禁止进口限制进口技术管理办法》","5272"
"关于省直管单位第十一批基本医疗保险医疗机构定点资格认定的通知","5273"
"关于村干部参加农村社会养老保险有关问题的通知","5274"
"关于天津工程师范学院在我省技工学校优秀毕业生中招收本科、高职生的通知","5275"
"关于第十三届中国东西部合作与投资贸易洽谈会组展工作的通知","5276"
"山西省商务厅关于成品油经营资格的公告2009年 第2期","5277"
"中共山西省委组织部 山西省人事厅关于印发《山西省事业单位岗位设置管理实施办法》的通知","5278"
"中华人民共和国商务部令2009年第3号 《技术进出口合同登记管理办法》","5279"
"中华人民共和国商务部令2009年第1号","5280"
"倡   议   书","5281"
"关于补充推荐山西省家电下乡销售企业的公告","5282"
"关于实施“五缓四降三补”政策措施工作方案的通知","5283"
"关于我省第四批全国社区商业示范社区名单的公告","5284"
"我省家电下乡销售企业名单确定","5285"
"商务部办公厅关于公布“达标百货店”和“金鼎百货店”名单的通知","5286"
"山西省商务厅关于成品油经营资格的公告2009年第1期","5287"
"关于申请规划确认的公示(2009第三期)","5288"
"山西省人民政府办公厅关于调整我省最低工资标准的通知","5289"
"关于印发《2009年全省劳动和社会保障工作要点》的通知","5290"
"关于一至四级工伤人员退休后享受基本养老保险待遇的通知","5291"
"关于进一步健全企业工资支付监控制度的通知","5292"
"关于参加2009年印度、哈萨克斯坦、委内瑞拉和伊朗展览会的通知","5293"
"关于转发《商务部办公厅关于做好〈报废汽车回拆解企业技术规范〉宣传贯彻工作的通知》的通知","5294"
"商务部推动境外投资便利化","5295"
"关于采取积极措施减轻企业负担稳定就业局势有关问题的通知","5296"
"山西省人民政府办公厅关于将大学生纳入城镇居民基本医疗保险试点范围的通知","5297"
"关于2009年调整企业退休人员基本养老金的通知","5298"
"关于做好2009年工伤人员工伤保险待遇调整工作有关问题的通知","5299"
"关于调整省属国有重点煤矿企业工伤职工伤残津贴、生活护理费及因工死亡职工供养亲属抚恤金的","5300"
"关于申请规划确认的公示(2008第二十七期)","5301"
"关于企业因病或非因工死亡职工供养亲属有关问题的补充通知","5302"
"关于开通全省劳动保障电话（12333）咨询服务工作的通知","5303"
"关于建立全省劳动力供求状况监测和重点联系制度的紧急通知","5304"
